kepid,koi_disposition
10748621,"FALSE POSITIVE"
4824268,"FALSE POSITIVE"
6527016,"FALSE POSITIVE"
6431670,"FALSE POSITIVE"
7376500,"FALSE POSITIVE"
9636559,"FALSE POSITIVE"
8095110,"FALSE POSITIVE"
11499263,"FALSE POSITIVE"
10328393,"CONFIRMED"
9775253,"FALSE POSITIVE"
3858988,"FALSE POSITIVE"
3848966,"CANDIDATE"
10798605,"FALSE POSITIVE"
5895083,"FALSE POSITIVE"
9452897,"CANDIDATE"
9714123,"FALSE POSITIVE"
6118370,"CONFIRMED"
2717158,"CONFIRMED"
6209677,"CANDIDATE"
6198256,"FALSE POSITIVE"
9664276,"CANDIDATE"
2437112,"FALSE POSITIVE"
7987086,"FALSE POSITIVE"
7374746,"FALSE POSITIVE"
8668810,"FALSE POSITIVE"
6519865,"FALSE POSITIVE"
8868907,"FALSE POSITIVE"
3865298,"FALSE POSITIVE"
10091110,"FALSE POSITIVE"
10091110,"FALSE POSITIVE"
3542574,"FALSE POSITIVE"
3544694,"FALSE POSITIVE"
11521793,"CONFIRMED"
9085563,"CONFIRMED"
11337372,"CONFIRMED"
7748487,"CANDIDATE"
3219037,"CANDIDATE"
5952448,"FALSE POSITIVE"
5710069,"CANDIDATE"
9967009,"CANDIDATE"
9967009,"CANDIDATE"
11874338,"FALSE POSITIVE"
9763612,"CONFIRMED"
6199716,"FALSE POSITIVE"
9468384,"FALSE POSITIVE"
8868364,"FALSE POSITIVE"
10092312,"FALSE POSITIVE"
3964545,"FALSE POSITIVE"
9656397,"FALSE POSITIVE"
5444491,"FALSE POSITIVE"
3735629,"FALSE POSITIVE"
8244173,"FALSE POSITIVE"
6546508,"FALSE POSITIVE"
9886224,"FALSE POSITIVE"
3735634,"FALSE POSITIVE"
5730380,"FALSE POSITIVE"
6058875,"FALSE POSITIVE"
10735564,"FALSE POSITIVE"
6200810,"CANDIDATE"
3561464,"CONFIRMED"
3561464,"CONFIRMED"
5962509,"FALSE POSITIVE"
3561464,"CANDIDATE"
6359802,"FALSE POSITIVE"
7121885,"FALSE POSITIVE"
5213404,"CONFIRMED"
4844470,"CANDIDATE"
6205566,"FALSE POSITIVE"
11551692,"CONFIRMED"
9995771,"CANDIDATE"
7287391,"FALSE POSITIVE"
6756202,"FALSE POSITIVE"
10215869,"FALSE POSITIVE"
5456319,"FALSE POSITIVE"
2307206,"FALSE POSITIVE"
7025540,"FALSE POSITIVE"
7620844,"FALSE POSITIVE"
6677267,"FALSE POSITIVE"
7732791,"FALSE POSITIVE"
5736801,"FALSE POSITIVE"
8177798,"FALSE POSITIVE"
10489521,"FALSE POSITIVE"
12643582,"FALSE POSITIVE"
9328641,"FALSE POSITIVE"
9966219,"CANDIDATE"
5991070,"FALSE POSITIVE"
5531953,"CONFIRMED"
3757778,"FALSE POSITIVE"
11754430,"CONFIRMED"
9995771,"CONFIRMED"
11875511,"FALSE POSITIVE"
6231721,"CANDIDATE"
9536108,"CANDIDATE"
8905246,"CANDIDATE"
5213230,"CONFIRMED"
3326377,"CONFIRMED"
6233466,"FALSE POSITIVE"
5460434,"CANDIDATE"
11249624,"FALSE POSITIVE"
6426592,"FALSE POSITIVE"
8491745,"FALSE POSITIVE"
3970117,"FALSE POSITIVE"
11147814,"FALSE POSITIVE"
10922659,"CONFIRMED"
8892720,"FALSE POSITIVE"
6021275,"CONFIRMED"
7869917,"CONFIRMED"
11754430,"CONFIRMED"
6032920,"FALSE POSITIVE"
8409295,"CONFIRMED"
7131760,"CONFIRMED"
11922778,"CANDIDATE"
9468382,"FALSE POSITIVE"
6145201,"FALSE POSITIVE"
5986209,"FALSE POSITIVE"
9226339,"FALSE POSITIVE"
6525209,"FALSE POSITIVE"
2975770,"CANDIDATE"
5534965,"FALSE POSITIVE"
5512513,"FALSE POSITIVE"
9965206,"FALSE POSITIVE"
4247023,"FALSE POSITIVE"
4848423,"FALSE POSITIVE"
11403216,"FALSE POSITIVE"
11853878,"CONFIRMED"
5774375,"FALSE POSITIVE"
7692093,"CANDIDATE"
8263752,"FALSE POSITIVE"
8263752,"FALSE POSITIVE"
7772914,"CANDIDATE"
3529290,"CANDIDATE"
3529290,"CANDIDATE"
9285265,"CONFIRMED"
6025124,"CANDIDATE"
5780930,"CONFIRMED"
5531953,"CANDIDATE"
4164393,"FALSE POSITIVE"
6277410,"CANDIDATE"
9843517,"CANDIDATE"
8812045,"CANDIDATE"
7288444,"CONFIRMED"
3101923,"CANDIDATE"
10881457,"CONFIRMED"
5513861,"FALSE POSITIVE"
9948002,"FALSE POSITIVE"
5264304,"FALSE POSITIVE"
10960995,"FALSE POSITIVE"
9592575,"FALSE POSITIVE"
7898576,"FALSE POSITIVE"
5806800,"FALSE POSITIVE"
11671429,"FALSE POSITIVE"
5621333,"CANDIDATE"
5621333,"CANDIDATE"
5392897,"FALSE POSITIVE"
3236705,"CANDIDATE"
5282049,"FALSE POSITIVE"
11810124,"CONFIRMED"
6023859,"FALSE POSITIVE"
3433668,"CONFIRMED"
2849140,"CANDIDATE"
7503885,"CONFIRMED"
3629330,"CONFIRMED"
5471289,"FALSE POSITIVE"
8121328,"CANDIDATE"
9783760,"FALSE POSITIVE"
9528430,"FALSE POSITIVE"
5529552,"FALSE POSITIVE"
8882847,"FALSE POSITIVE"
9773869,"FALSE POSITIVE"
6707942,"FALSE POSITIVE"
5023948,"FALSE POSITIVE"
5113053,"FALSE POSITIVE"
5817957,"FALSE POSITIVE"
11853878,"CONFIRMED"
4743508,"FALSE POSITIVE"
11810124,"CONFIRMED"
11303322,"CONFIRMED"
11241912,"CONFIRMED"
6043538,"CANDIDATE"
8824737,"CONFIRMED"
9349757,"CONFIRMED"
11519134,"FALSE POSITIVE"
7289338,"CANDIDATE"
5004909,"CANDIDATE"
6278670,"CANDIDATE"
5898983,"CANDIDATE"
7703955,"CONFIRMED"
8552719,"FALSE POSITIVE"
12164634,"FALSE POSITIVE"
5193077,"FALSE POSITIVE"
5617259,"CANDIDATE"
8880123,"CONFIRMED"
9474756,"CANDIDATE"
10068919,"FALSE POSITIVE"
7353970,"FALSE POSITIVE"
12316447,"FALSE POSITIVE"
5823557,"FALSE POSITIVE"
10491554,"FALSE POSITIVE"
9785454,"FALSE POSITIVE"
8636333,"CONFIRMED"
7136958,"FALSE POSITIVE"
1995732,"FALSE POSITIVE"
6069674,"FALSE POSITIVE"
8081239,"CONFIRMED"
5308663,"CANDIDATE"
3745559,"CONFIRMED"
8356054,"FALSE POSITIVE"
9117416,"CONFIRMED"
6356400,"CANDIDATE"
9117416,"CONFIRMED"
5900235,"CANDIDATE"
9474756,"CANDIDATE"
7517261,"CONFIRMED"
7517261,"CANDIDATE"
5653795,"FALSE POSITIVE"
8424002,"CONFIRMED"
8635938,"FALSE POSITIVE"
10464666,"FALSE POSITIVE"
5024292,"FALSE POSITIVE"
4659255,"FALSE POSITIVE"
8263746,"FALSE POSITIVE"
5877292,"CANDIDATE"
10657406,"CONFIRMED"
3428468,"FALSE POSITIVE"
7091432,"CONFIRMED"
9845909,"CANDIDATE"
9221528,"CANDIDATE"
6106046,"CANDIDATE"
6368230,"CONFIRMED"
7115291,"FALSE POSITIVE"
9907505,"FALSE POSITIVE"
9027909,"CONFIRMED"
9230021,"CANDIDATE"
6369845,"FALSE POSITIVE"
9230021,"CONFIRMED"
9230021,"FALSE POSITIVE"
3662838,"FALSE POSITIVE"
5471688,"FALSE POSITIVE"
8552719,"CONFIRMED"
5471688,"FALSE POSITIVE"
6058816,"CONFIRMED"
6058816,"CANDIDATE"
5130740,"FALSE POSITIVE"
9892471,"FALSE POSITIVE"
2019076,"FALSE POSITIVE"
5879448,"FALSE POSITIVE"
7376490,"FALSE POSITIVE"
11968513,"FALSE POSITIVE"
4263529,"CANDIDATE"
7866921,"FALSE POSITIVE"
6619815,"CONFIRMED"
6113752,"FALSE POSITIVE"
3098197,"FALSE POSITIVE"
11651712,"CONFIRMED"
9896558,"CONFIRMED"
7697103,"CANDIDATE"
9267996,"CANDIDATE"
7045605,"FALSE POSITIVE"
8738775,"CONFIRMED"
7093401,"CANDIDATE"
7877818,"FALSE POSITIVE"
5636642,"FALSE POSITIVE"
6515722,"FALSE POSITIVE"
6679504,"FALSE POSITIVE"
5560831,"FALSE POSITIVE"
5305404,"FALSE POSITIVE"
3728432,"CONFIRMED"
6696580,"CONFIRMED"
5473535,"FALSE POSITIVE"
12106934,"FALSE POSITIVE"
6222898,"FALSE POSITIVE"
3955866,"FALSE POSITIVE"
11200767,"FALSE POSITIVE"
9892816,"CONFIRMED"
8589731,"FALSE POSITIVE"
4356766,"FALSE POSITIVE"
2167890,"FALSE POSITIVE"
5384079,"CONFIRMED"
4935914,"FALSE POSITIVE"
11303811,"FALSE POSITIVE"
2437783,"FALSE POSITIVE"
12062660,"FALSE POSITIVE"
9777087,"FALSE POSITIVE"
5956776,"FALSE POSITIVE"
8883727,"FALSE POSITIVE"
4820550,"CANDIDATE"
6516874,"FALSE POSITIVE"
11709124,"CONFIRMED"
9161118,"FALSE POSITIVE"
3556229,"FALSE POSITIVE"
11911580,"FALSE POSITIVE"
9480535,"CONFIRMED"
10583225,"FALSE POSITIVE"
5215251,"FALSE POSITIVE"
10383696,"FALSE POSITIVE"
9777090,"FALSE POSITIVE"
11455484,"FALSE POSITIVE"
2446623,"FALSE POSITIVE"
9596089,"FALSE POSITIVE"
5738506,"FALSE POSITIVE"
9777087,"FALSE POSITIVE"
4247807,"FALSE POSITIVE"
11547869,"CANDIDATE"
7700590,"FALSE POSITIVE"
9053086,"FALSE POSITIVE"
3128552,"CONFIRMED"
5467113,"FALSE POSITIVE"
8240123,"FALSE POSITIVE"
5114623,"FALSE POSITIVE"
5114623,"FALSE POSITIVE"
10031907,"FALSE POSITIVE"
6525946,"CANDIDATE"
5480736,"FALSE POSITIVE"
8487748,"FALSE POSITIVE"
9892856,"FALSE POSITIVE"
7137213,"FALSE POSITIVE"
6795089,"FALSE POSITIVE"
3340313,"FALSE POSITIVE"
9892816,"CONFIRMED"
4150804,"CONFIRMED"
5021174,"FALSE POSITIVE"
9025971,"CONFIRMED"
2581316,"CONFIRMED"
9973109,"CANDIDATE"
6314185,"FALSE POSITIVE"
8620561,"FALSE POSITIVE"
8937019,"FALSE POSITIVE"
9896435,"FALSE POSITIVE"
10352938,"FALSE POSITIVE"
10676927,"FALSE POSITIVE"
5649836,"FALSE POSITIVE"
7620660,"FALSE POSITIVE"
3836399,"FALSE POSITIVE"
2581554,"CONFIRMED"
3128552,"CONFIRMED"
10363115,"CONFIRMED"
5966810,"CANDIDATE"
10491062,"FALSE POSITIVE"
9761615,"CONFIRMED"
4058881,"FALSE POSITIVE"
6863158,"CANDIDATE"
2581316,"CONFIRMED"
8621353,"FALSE POSITIVE"
10795103,"CONFIRMED"
9394601,"FALSE POSITIVE"
8494410,"FALSE POSITIVE"
8494410,"CONFIRMED"
6863161,"FALSE POSITIVE"
7840035,"FALSE POSITIVE"
8543279,"FALSE POSITIVE"
8047283,"FALSE POSITIVE"
8308347,"CANDIDATE"
7090867,"FALSE POSITIVE"
7612691,"FALSE POSITIVE"
9761573,"FALSE POSITIVE"
8042789,"FALSE POSITIVE"
10095484,"FALSE POSITIVE"
5467102,"FALSE POSITIVE"
6780367,"FALSE POSITIVE"
10281221,"CANDIDATE"
6525946,"CANDIDATE"
5471496,"FALSE POSITIVE"
4544620,"FALSE POSITIVE"
5784777,"CONFIRMED"
6863187,"FALSE POSITIVE"
6949061,"CONFIRMED"
9719636,"FALSE POSITIVE"
2452440,"FALSE POSITIVE"
5020034,"FALSE POSITIVE"
7017372,"CANDIDATE"
6974867,"FALSE POSITIVE"
7102316,"CONFIRMED"
11518142,"CONFIRMED"
3114667,"FALSE POSITIVE"
12109845,"FALSE POSITIVE"
3954227,"FALSE POSITIVE"
8651551,"FALSE POSITIVE"
7115550,"FALSE POSITIVE"
9532637,"FALSE POSITIVE"
5305451,"FALSE POSITIVE"
7174349,"FALSE POSITIVE"
11824218,"FALSE POSITIVE"
3128552,"CANDIDATE"
10788461,"CONFIRMED"
10788461,"CONFIRMED"
10788461,"CONFIRMED"
11667548,"FALSE POSITIVE"
8868649,"FALSE POSITIVE"
9715939,"FALSE POSITIVE"
6887030,"CANDIDATE"
4751083,"FALSE POSITIVE"
4751083,"FALSE POSITIVE"
5903301,"FALSE POSITIVE"
7695087,"FALSE POSITIVE"
6200709,"FALSE POSITIVE"
8323764,"CANDIDATE"
7013923,"FALSE POSITIVE"
5360082,"FALSE POSITIVE"
6543683,"FALSE POSITIVE"
5008245,"CANDIDATE"
10555365,"FALSE POSITIVE"
5481426,"FALSE POSITIVE"
7983756,"FALSE POSITIVE"
7289165,"FALSE POSITIVE"
12784167,"CONFIRMED"
8949316,"FALSE POSITIVE"
8912730,"FALSE POSITIVE"
9784230,"FALSE POSITIVE"
11466960,"FALSE POSITIVE"
3124420,"FALSE POSITIVE"
4649440,"FALSE POSITIVE"
2437488,"FALSE POSITIVE"
10083623,"FALSE POSITIVE"
11253711,"CONFIRMED"
8043052,"FALSE POSITIVE"
5435816,"FALSE POSITIVE"
8559589,"FALSE POSITIVE"
4372765,"FALSE POSITIVE"
9489524,"CONFIRMED"
10268903,"FALSE POSITIVE"
7017437,"FALSE POSITIVE"
7220320,"FALSE POSITIVE"
9291378,"FALSE POSITIVE"
4075067,"CANDIDATE"
4949524,"FALSE POSITIVE"
2697935,"FALSE POSITIVE"
6531143,"FALSE POSITIVE"
3550434,"FALSE POSITIVE"
2558370,"FALSE POSITIVE"
12301181,"CANDIDATE"
5397166,"FALSE POSITIVE"
7024530,"FALSE POSITIVE"
5015459,"FALSE POSITIVE"
11709124,"CONFIRMED"
8505920,"CONFIRMED"
1433980,"FALSE POSITIVE"
2438490,"FALSE POSITIVE"
3838496,"FALSE POSITIVE"
6470521,"FALSE POSITIVE"
2449090,"FALSE POSITIVE"
5652260,"FALSE POSITIVE"
2569494,"FALSE POSITIVE"
12405950,"FALSE POSITIVE"
5206233,"FALSE POSITIVE"
7031066,"FALSE POSITIVE"
6775985,"FALSE POSITIVE"
11357192,"FALSE POSITIVE"
9533489,"FALSE POSITIVE"
11825057,"FALSE POSITIVE"
12306699,"FALSE POSITIVE"
9692336,"FALSE POSITIVE"
9641008,"FALSE POSITIVE"
8588377,"FALSE POSITIVE"
3644601,"FALSE POSITIVE"
4242692,"CONFIRMED"
8781480,"FALSE POSITIVE"
6783732,"FALSE POSITIVE"
11607176,"FALSE POSITIVE"
10661718,"FALSE POSITIVE"
6105462,"CONFIRMED"
8257205,"CONFIRMED"
6470516,"FALSE POSITIVE"
6891124,"CANDIDATE"
7770471,"FALSE POSITIVE"
5130380,"FALSE POSITIVE"
6314173,"FALSE POSITIVE"
5688997,"FALSE POSITIVE"
9489524,"CANDIDATE"
7031340,"FALSE POSITIVE"
4073730,"FALSE POSITIVE"
2854948,"FALSE POSITIVE"
7813039,"CANDIDATE"
3644601,"FALSE POSITIVE"
8459354,"FALSE POSITIVE"
6531617,"CANDIDATE"
4164922,"CONFIRMED"
12061969,"CONFIRMED"
4164922,"CANDIDATE"
10328393,"CONFIRMED"
10259029,"FALSE POSITIVE"
8299947,"FALSE POSITIVE"
3335813,"FALSE POSITIVE"
11858741,"FALSE POSITIVE"
6363494,"FALSE POSITIVE"
2576107,"FALSE POSITIVE"
9532421,"FALSE POSITIVE"
6936966,"FALSE POSITIVE"
5653849,"FALSE POSITIVE"
2437060,"FALSE POSITIVE"
8127648,"FALSE POSITIVE"
11564013,"FALSE POSITIVE"
9405541,"FALSE POSITIVE"
8906045,"FALSE POSITIVE"
7031638,"FALSE POSITIVE"
7296094,"FALSE POSITIVE"
5437945,"CONFIRMED"
12009347,"FALSE POSITIVE"
4037163,"FALSE POSITIVE"
5535890,"FALSE POSITIVE"
5215980,"FALSE POSITIVE"
9353742,"CONFIRMED"
9178185,"FALSE POSITIVE"
6290382,"FALSE POSITIVE"
3327992,"FALSE POSITIVE"
5649206,"FALSE POSITIVE"
5193384,"FALSE POSITIVE"
5181804,"FALSE POSITIVE"
10491544,"FALSE POSITIVE"
9101496,"CONFIRMED"
11450414,"CONFIRMED"
4937143,"FALSE POSITIVE"
8719324,"FALSE POSITIVE"
11241814,"FALSE POSITIVE"
5036537,"FALSE POSITIVE"
9837083,"FALSE POSITIVE"
12557548,"CONFIRMED"
3657758,"CONFIRMED"
7031726,"FALSE POSITIVE"
3338660,"FALSE POSITIVE"
3338674,"FALSE POSITIVE"
5546277,"FALSE POSITIVE"
8258160,"FALSE POSITIVE"
9752982,"FALSE POSITIVE"
4666008,"FALSE POSITIVE"
8430105,"FALSE POSITIVE"
9517393,"CONFIRMED"
8052474,"FALSE POSITIVE"
3534118,"FALSE POSITIVE"
3534118,"FALSE POSITIVE"
2441161,"FALSE POSITIVE"
3231120,"FALSE POSITIVE"
12216706,"FALSE POSITIVE"
12216706,"FALSE POSITIVE"
10735331,"FALSE POSITIVE"
7763269,"FALSE POSITIVE"
8365739,"CANDIDATE"
5471606,"FALSE POSITIVE"
11200405,"FALSE POSITIVE"
5475736,"FALSE POSITIVE"
9049673,"FALSE POSITIVE"
7031898,"FALSE POSITIVE"
9593759,"FALSE POSITIVE"
8827930,"CANDIDATE"
5020044,"FALSE POSITIVE"
11560037,"FALSE POSITIVE"
11911561,"FALSE POSITIVE"
6547322,"FALSE POSITIVE"
3440118,"CONFIRMED"
9159265,"FALSE POSITIVE"
4472818,"CONFIRMED"
5816806,"FALSE POSITIVE"
6531496,"FALSE POSITIVE"
9661869,"FALSE POSITIVE"
6790592,"CANDIDATE"
9411166,"CONFIRMED"
3097352,"FALSE POSITIVE"
6066379,"FALSE POSITIVE"
6508221,"CANDIDATE"
12154526,"CONFIRMED"
6952971,"CANDIDATE"
3459199,"FALSE POSITIVE"
6973796,"FALSE POSITIVE"
12023089,"FALSE POSITIVE"
6286155,"FALSE POSITIVE"
7831363,"FALSE POSITIVE"
8804845,"CONFIRMED"
4663185,"FALSE POSITIVE"
5305471,"FALSE POSITIVE"
5560830,"FALSE POSITIVE"
4147444,"CANDIDATE"
8211824,"FALSE POSITIVE"
5980800,"FALSE POSITIVE"
9592850,"FALSE POSITIVE"
6227560,"FALSE POSITIVE"
5866104,"FALSE POSITIVE"
8256044,"FALSE POSITIVE"
8780968,"FALSE POSITIVE"
6960446,"FALSE POSITIVE"
8264097,"FALSE POSITIVE"
7515679,"CONFIRMED"
9674592,"FALSE POSITIVE"
9674592,"FALSE POSITIVE"
10879213,"FALSE POSITIVE"
5650314,"FALSE POSITIVE"
6962901,"FALSE POSITIVE"
8302302,"FALSE POSITIVE"
10581918,"FALSE POSITIVE"
3851949,"FALSE POSITIVE"
9097892,"FALSE POSITIVE"
5769943,"CANDIDATE"
4638237,"CANDIDATE"
9351316,"CONFIRMED"
4579313,"FALSE POSITIVE"
11614528,"FALSE POSITIVE"
8848288,"FALSE POSITIVE"
6590307,"FALSE POSITIVE"
5308419,"FALSE POSITIVE"
6312521,"FALSE POSITIVE"
4579321,"FALSE POSITIVE"
5202905,"CONFIRMED"
1575690,"FALSE POSITIVE"
4386047,"FALSE POSITIVE"
5103998,"FALSE POSITIVE"
9655858,"FALSE POSITIVE"
12154526,"CANDIDATE"
10275880,"FALSE POSITIVE"
2166200,"FALSE POSITIVE"
3547315,"FALSE POSITIVE"
6933781,"FALSE POSITIVE"
6148271,"FALSE POSITIVE"
5386904,"FALSE POSITIVE"
2997178,"FALSE POSITIVE"
8956206,"FALSE POSITIVE"
6507433,"CANDIDATE"
8260198,"FALSE POSITIVE"
10733174,"FALSE POSITIVE"
8564976,"FALSE POSITIVE"
8765560,"CANDIDATE"
11760860,"CONFIRMED"
7910148,"FALSE POSITIVE"
12459731,"FALSE POSITIVE"
12735740,"CONFIRMED"
4678875,"FALSE POSITIVE"
7812175,"FALSE POSITIVE"
7708193,"FALSE POSITIVE"
5478083,"FALSE POSITIVE"
10857342,"FALSE POSITIVE"
5215700,"FALSE POSITIVE"
8780959,"FALSE POSITIVE"
8780959,"CANDIDATE"
5565486,"FALSE POSITIVE"
8453214,"FALSE POSITIVE"
8552719,"CONFIRMED"
8556077,"FALSE POSITIVE"
7757698,"FALSE POSITIVE"
8625821,"FALSE POSITIVE"
8652999,"FALSE POSITIVE"
12164770,"FALSE POSITIVE"
9541322,"FALSE POSITIVE"
10470616,"FALSE POSITIVE"
10362031,"FALSE POSITIVE"
6373680,"FALSE POSITIVE"
10963242,"FALSE POSITIVE"
9150827,"FALSE POSITIVE"
9957351,"FALSE POSITIVE"
5385575,"FALSE POSITIVE"
3732035,"CONFIRMED"
5385697,"FALSE POSITIVE"
5385697,"FALSE POSITIVE"
8823833,"FALSE POSITIVE"
5008501,"CANDIDATE"
5015913,"FALSE POSITIVE"
5103942,"FALSE POSITIVE"
5184709,"CANDIDATE"
5195172,"CONFIRMED"
8678664,"FALSE POSITIVE"
8832512,"CONFIRMED"
8892721,"FALSE POSITIVE"
7778664,"CANDIDATE"
9042357,"FALSE POSITIVE"
9115681,"FALSE POSITIVE"
10481045,"FALSE POSITIVE"
8107034,"FALSE POSITIVE"
3962751,"FALSE POSITIVE"
8582291,"FALSE POSITIVE"
5110683,"FALSE POSITIVE"
7967861,"FALSE POSITIVE"
8179325,"FALSE POSITIVE"
5211199,"CANDIDATE"
5475494,"FALSE POSITIVE"
9412445,"FALSE POSITIVE"
7866914,"FALSE POSITIVE"
6057684,"FALSE POSITIVE"
5271608,"FALSE POSITIVE"
5357470,"FALSE POSITIVE"
5443775,"FALSE POSITIVE"
5527172,"FALSE POSITIVE"
7386391,"FALSE POSITIVE"
5529643,"FALSE POSITIVE"
9366989,"FALSE POSITIVE"
9468717,"FALSE POSITIVE"
9528420,"FALSE POSITIVE"
9529744,"FALSE POSITIVE"
7834712,"CANDIDATE"
9574614,"CANDIDATE"
9674608,"FALSE POSITIVE"
8495415,"FALSE POSITIVE"
10341905,"FALSE POSITIVE"
10336927,"FALSE POSITIVE"
12115188,"FALSE POSITIVE"
9850957,"FALSE POSITIVE"
12470954,"FALSE POSITIVE"
8189801,"CANDIDATE"
11568224,"FALSE POSITIVE"
7938883,"FALSE POSITIVE"
9280239,"CONFIRMED"
4544571,"FALSE POSITIVE"
3245661,"FALSE POSITIVE"
5618071,"FALSE POSITIVE"
6312534,"FALSE POSITIVE"
6470917,"FALSE POSITIVE"
7431709,"FALSE POSITIVE"
6611330,"FALSE POSITIVE"
6699368,"FALSE POSITIVE"
9886255,"CONFIRMED"
9973855,"FALSE POSITIVE"
10019399,"FALSE POSITIVE"
7841368,"FALSE POSITIVE"
10028352,"CANDIDATE"
10031707,"FALSE POSITIVE"
10092312,"FALSE POSITIVE"
10407054,"FALSE POSITIVE"
10880007,"FALSE POSITIVE"
8418129,"FALSE POSITIVE"
6525185,"FALSE POSITIVE"
10812504,"FALSE POSITIVE"
8107115,"FALSE POSITIVE"
10663411,"FALSE POSITIVE"
10090219,"FALSE POSITIVE"
9205938,"CONFIRMED"
9899217,"FALSE POSITIVE"
6750902,"FALSE POSITIVE"
5895588,"FALSE POSITIVE"
6803855,"CONFIRMED"
6891366,"FALSE POSITIVE"
7448023,"FALSE POSITIVE"
6891637,"FALSE POSITIVE"
6975615,"FALSE POSITIVE"
7137725,"FALSE POSITIVE"
10153855,"CONFIRMED"
10230571,"FALSE POSITIVE"
10294613,"FALSE POSITIVE"
7879648,"FALSE POSITIVE"
10491044,"FALSE POSITIVE"
10614012,"FALSE POSITIVE"
10616415,"FALSE POSITIVE"
6525193,"FALSE POSITIVE"
6866251,"FALSE POSITIVE"
7117710,"FALSE POSITIVE"
7762723,"CONFIRMED"
4178606,"CONFIRMED"
5980208,"CONFIRMED"
5303557,"FALSE POSITIVE"
10227863,"FALSE POSITIVE"
7281668,"FALSE POSITIVE"
8036287,"CONFIRMED"
9602562,"FALSE POSITIVE"
10668665,"FALSE POSITIVE"
10407020,"FALSE POSITIVE"
7380829,"FALSE POSITIVE"
7470491,"FALSE POSITIVE"
7768952,"FALSE POSITIVE"
8162790,"FALSE POSITIVE"
9655129,"FALSE POSITIVE"
9899483,"FALSE POSITIVE"
10917681,"CANDIDATE"
7882360,"FALSE POSITIVE"
10965740,"FALSE POSITIVE"
11187436,"CONFIRMED"
11285136,"FALSE POSITIVE"
11298815,"FALSE POSITIVE"
11342573,"FALSE POSITIVE"
7134626,"CANDIDATE"
9823519,"CONFIRMED"
11246161,"CANDIDATE"
7047824,"CONFIRMED"
4479633,"FALSE POSITIVE"
4952341,"FALSE POSITIVE"
8176019,"FALSE POSITIVE"
5385491,"FALSE POSITIVE"
11358389,"CONFIRMED"
5551504,"FALSE POSITIVE"
6421503,"FALSE POSITIVE"
10352333,"CANDIDATE"
7538434,"FALSE POSITIVE"
10487119,"FALSE POSITIVE"
10621666,"FALSE POSITIVE"
10747439,"FALSE POSITIVE"
10749128,"FALSE POSITIVE"
10813841,"FALSE POSITIVE"
10879656,"FALSE POSITIVE"
12253474,"CANDIDATE"
12691412,"FALSE POSITIVE"
5024482,"FALSE POSITIVE"
8175131,"FALSE POSITIVE"
3764879,"CANDIDATE"
7177766,"FALSE POSITIVE"
5513897,"FALSE POSITIVE"
10664416,"FALSE POSITIVE"
9602613,"CONFIRMED"
5807769,"CONFIRMED"
11495766,"FALSE POSITIVE"
7282154,"FALSE POSITIVE"
3228988,"FALSE POSITIVE"
2970804,"FALSE POSITIVE"
7552701,"FALSE POSITIVE"
7418173,"FALSE POSITIVE"
3228804,"FALSE POSITIVE"
11045383,"FALSE POSITIVE"
11391667,"FALSE POSITIVE"
11392017,"FALSE POSITIVE"
3446451,"FALSE POSITIVE"
6603756,"FALSE POSITIVE"
8460600,"FALSE POSITIVE"
12121470,"FALSE POSITIVE"
3327993,"FALSE POSITIVE"
5467124,"FALSE POSITIVE"
7906739,"FALSE POSITIVE"
2860114,"FALSE POSITIVE"
8501062,"FALSE POSITIVE"
7199644,"FALSE POSITIVE"
11966253,"FALSE POSITIVE"
10275805,"FALSE POSITIVE"
5709889,"FALSE POSITIVE"
3119256,"FALSE POSITIVE"
9943435,"FALSE POSITIVE"
2442359,"FALSE POSITIVE"
7707742,"FALSE POSITIVE"
6041734,"CONFIRMED"
2010191,"FALSE POSITIVE"
5471675,"FALSE POSITIVE"
7601665,"CANDIDATE"
8845574,"FALSE POSITIVE"
2021440,"FALSE POSITIVE"
3122985,"FALSE POSITIVE"
3248019,"FALSE POSITIVE"
3328026,"FALSE POSITIVE"
7116024,"FALSE POSITIVE"
2014991,"FALSE POSITIVE"
12885212,"FALSE POSITIVE"
5894073,"FALSE POSITIVE"
10518424,"FALSE POSITIVE"
4245933,"FALSE POSITIVE"
7199724,"FALSE POSITIVE"
12935144,"FALSE POSITIVE"
6185496,"FALSE POSITIVE"
6606438,"CONFIRMED"
9149789,"CANDIDATE"
12170648,"FALSE POSITIVE"
7051984,"CANDIDATE"
7282168,"FALSE POSITIVE"
9851943,"FALSE POSITIVE"
5773121,"CONFIRMED"
2708420,"FALSE POSITIVE"
4814502,"CONFIRMED"
8142787,"CONFIRMED"
7613620,"CANDIDATE"
3345675,"CANDIDATE"
3654950,"FALSE POSITIVE"
3836453,"FALSE POSITIVE"
3952651,"FALSE POSITIVE"
3966262,"FALSE POSITIVE"
4144231,"FALSE POSITIVE"
9964670,"FALSE POSITIVE"
6209798,"FALSE POSITIVE"
6525249,"FALSE POSITIVE"
11075429,"CONFIRMED"
11705004,"CONFIRMED"
6137681,"FALSE POSITIVE"
11244682,"CONFIRMED"
9655419,"FALSE POSITIVE"
5895158,"CONFIRMED"
4947556,"CANDIDATE"
7287028,"CANDIDATE"
5471690,"FALSE POSITIVE"
8376848,"CANDIDATE"
5350447,"FALSE POSITIVE"
